Date,y,state,p_state_0,p_state_1,p_state_2
2025-03-24,-1.6705492791606156,2,0.18863393652388674,0.2402245574284116,0.5711415060476935
2025-03-25,-1.7233201702474639,2,0.30763291466217285,0.25066604176251384,0.4417010435752258
2025-03-26,-1.6401634339970361,2,0.26603570602248633,0.10556925274793806,0.6283950412295468
2025-03-27,-1.7303485732249915,2,0.13655802637208064,0.07931955845677227,0.7841224151711899
2025-03-28,-1.7051692542956034,2,0.0726249914961828,0.04552231330631177,0.8818526951974057
2025-03-31,-1.7123764153741905,2,0.14135048781554244,0.1742328630476532,0.6844166491369013
2025-04-01,-1.753199615129719,2,0.12805546387965747,0.18293673724208706,0.6890077988781687
2025-04-02,-1.7918233060099915,2,0.17588185293446895,0.24209337376463086,0.58202477330098
2025-04-03,-1.1959036378945374,2,0.17687348425112262,0.011512097262114761,0.8116144184867047
2025-04-04,-0.8949186821805534,2,0.0006273562395238161,0.012028312108254046,0.9873443316521394
2025-04-07,-0.9649444631293066,1,0.00013952630622420862,0.7556062088391815,0.24425426485461518
2025-04-08,-0.990717004017108,1,0.0017706251775403714,0.7907916611345657,0.20743771368793631
2025-04-09,-0.37697159872511776,2,5.1873932946363565e-05,0.14802672375468684,0.8519214023123922
2025-04-10,-0.33362901758911173,1,0.0008558997871147461,0.7887238817544026,0.21042021845854517
2025-04-11,-0.32425528912934426,2,0.0004060911772304212,0.0060211728400713605,0.9935727359826575
2025-04-14,-0.32235201418947335,2,0.0014424587955147678,0.020065548850873454,0.9784919923536429
2025-04-15,-0.32354789864986594,2,0.02321934325058244,0.09318696031577248,0.8835936964337028
2025-04-16,-0.31987822444798025,2,0.04441026115057514,0.25947986687649993,0.6961098719728199
2025-04-17,-0.3784047841654599,2,0.00022657240511081086,0.02170015869437151,0.978073268900544
2025-04-21,-0.47886592727549393,0,0.7990375937379494,4.046966827495736e-05,0.20092193659376678
2025-04-22,-0.461359477129627,2,0.01522821592019415,0.0001327312287869016,0.9846390528509564
2025-04-23,-0.4751551499746131,2,0.35174026628607,0.0181701818553459,0.6300895518584723
2025-04-24,-0.9995112151843677,1,0.33373928048807433,0.43629037345170874,0.22997034606026945
2025-04-25,-1.3008016197920511,2,0.2831455973446634,0.26009425046666224,0.4567601521886402
2025-04-28,-1.3349387917901514,1,0.26109914968547054,0.4493254678242126,0.28957538249039994
2025-04-29,-1.3418328241256166,2,0.11502585269762094,0.028061041548260158,0.856913105754138
2025-04-30,-1.3473012990856257,2,0.16396218483452749,0.12368985889921284,0.7123479562663
2025-05-01,-1.5262074553041907,1,0.18237255394129065,0.45715327466323247,0.36047417139546806
2025-05-02,-1.515590774707285,1,0.20491710918636627,0.4875207498103846,0.30756214100335993
2025-05-05,-1.8564264829658055,1,0.2179294693694312,0.4150434662066822,0.36702706442393
2025-05-06,-1.9026845738937908,1,0.21082664846792884,0.44185089216020346,0.3473224593718682
2025-05-07,-1.9709226237741173,1,0.1960914067502309,0.511414376774506,0.2924942164753327
2025-05-08,-2.2230987665669213,1,0.29644052255527675,0.40112667707761673,0.30243280036718034
2025-05-09,-2.2247390712685653,1,0.29118079078149733,0.3568445517663673,0.3519746574522084
2025-05-12,-1.691191827665006,2,0.3374863391499,0.0009515645704259199,0.6615620962796848
2025-05-13,-1.6910060178040098,1,0.2954601530906121,0.44996370857175033,0.25457613833766146
